# WAIS Divide WDC06A Core Density, clean version, 0 to 160 m
# Data collected by Daniel J. Breton using MADGE on 3x3x100 cm core sticks
# MADGE paper: www.igsoc.org/journal/55/194/t09J008.pdf
###############################################################################
# This is the CLEAN version of the data, meaning that most core breaks
# and core ends have been REMOVED from this dataset.  This dataset IS NOT
# recommended for accumulation rate studies because the core breaks / ends, 
# even though they appear as low density measurements, still accurately 
# represent additional accumulated mass at the site.
###############################################################################

Depth	Density
27.226	0.63805
27.23	0.64272
27.233	0.65176
27.236	0.66566
27.239	0.66274
27.243	0.64779
27.246	0.64015
27.25	0.61634
27.253	0.63541
27.256	0.63273
27.259	0.62429
27.263	0.64326
27.266	0.66897
27.269	0.63634
27.273	0.64455
27.276	0.66289
27.279	0.65382
27.283	0.6564
27.283	0.6507
27.286	0.64682
27.287	0.66888
27.29	0.66672
27.293	0.65851
27.297	0.6583
27.3	0.66745
27.303	0.6555
27.306	0.65341
27.31	0.71023
27.313	0.65542
27.316	0.65603
27.32	0.66253
27.323	0.66048
27.326	0.65912
27.33	0.66445
27.333	0.65937
27.336	0.65723
27.34	0.668
27.343	0.65504
27.346	0.66303
27.349	0.65748
27.353	0.6691
27.356	0.65604
27.359	0.6606
27.363	0.66827
27.366	0.66785
27.369	0.66373
27.373	0.65734
27.376	0.66124
27.379	0.65711
27.383	0.67556
27.386	0.67492
27.389	0.65413
27.392	0.65803
27.396	0.6693
27.399	0.66079
27.402	0.67197
27.406	0.65043
27.409	0.65394
27.412	0.65185
27.416	0.66605
27.419	0.6597
27.422	0.66966
27.425	0.66024
27.429	0.66812
27.432	0.64768
27.435	0.66815
27.439	0.66768
27.442	0.6628
27.445	0.65842
27.449	0.67495
27.452	0.65798
27.455	0.66642
27.459	0.66758
27.462	0.66664
27.465	0.67348
27.468	0.64333
27.472	0.67347
27.475	0.66835
27.478	0.66139
27.482	0.6574
27.485	0.654
27.488	0.65536
27.492	0.66456
27.495	0.65958
27.498	0.65701
27.502	0.67368
27.505	0.65719
27.508	0.66585
27.511	0.66474
27.515	0.663
27.518	0.6597
27.521	0.66149
27.525	0.65797
27.528	0.66529
27.531	0.65295
27.535	0.66616
27.538	0.6502
27.541	0.64885
27.544	0.67306
27.548	0.65866
27.551	0.66716
27.554	0.67796
27.558	0.65396
27.561	0.66131
27.564	0.6508
27.568	0.65482
27.571	0.66501
27.574	0.65476
27.578	0.65834
27.581	0.65776
27.584	0.66693
27.587	0.66491
27.591	0.64725
27.594	0.66015
27.597	0.6697
27.601	0.66056
27.604	0.66377
27.607	0.65971
27.611	0.66217
27.614	0.6503
27.617	0.66133
27.62	0.67197
27.624	0.67023
27.627	0.65356
27.631	0.66403
27.634	0.6625
27.637	0.66505
27.64	0.66338
27.644	0.71655
27.647	0.6818
27.65	0.67998
27.654	0.67895
27.657	0.68926
27.66	0.66614
27.663	0.67309
27.667	0.67376
27.67	0.67803
27.673	0.6672
27.677	0.66161
27.68	0.66359
27.683	0.66865
27.687	0.66292
27.69	0.67221
27.693	0.6706
27.697	0.67612
27.7	0.67537
27.703	0.6701
27.706	0.67271
27.71	0.66996
27.713	0.65835
27.716	0.66144
27.72	0.66627
27.723	0.66999
27.726	0.67214
27.73	0.68113
27.733	0.66884
27.736	0.66821
27.74	0.68319
27.743	0.6775
27.746	0.6882
27.75	0.67998
27.753	0.66467
27.756	0.67966
27.759	0.67817
27.763	0.67255
27.766	0.67234
27.769	0.66877
27.773	0.66551
27.776	0.66546
27.779	0.68139
27.782	0.67132
27.786	0.65455
27.789	0.6616
27.793	0.65433
27.796	0.64907
27.799	0.66648
27.802	0.66249
27.806	0.66304
27.809	0.66686
27.812	0.66268
27.816	0.65733
27.819	0.66287
27.822	0.6841
27.826	0.66973
27.829	0.65393
27.832	0.67666
27.835	0.67316
27.839	0.68506
27.842	0.67801
27.845	0.67515
27.849	0.67129
27.852	0.6612
27.855	0.667
27.859	0.66719
27.862	0.65499
27.865	0.67688
27.869	0.66211
27.872	0.66557
27.875	0.67571
27.878	0.66697
27.882	0.64908
27.885	0.65506
27.888	0.66523
27.892	0.67676
27.895	0.67767
27.898	0.67354
27.902	0.67494
27.905	0.66789
27.908	0.66026
27.912	0.67372
27.915	0.67087
27.918	0.67504
27.921	0.6713
27.925	0.67756
27.928	0.68061
27.931	0.67184
27.935	0.67056
27.938	0.70672
27.941	0.65995
27.945	0.67427
27.948	0.66188
27.951	0.67999
27.954	0.66995
27.958	0.65855
27.961	0.67027
27.964	0.67415
27.968	0.66985
27.971	0.67052
27.974	0.66068
27.978	0.67969
27.981	0.67842
27.984	0.66773
27.988	0.6664
27.991	0.68197
27.994	0.68014
27.997	0.67683
28.001	0.69411
28.004	0.68104
28.007	0.67604
28.011	0.6795
28.014	0.67148
28.017	0.68334
28.021	0.6626
28.024	0.65693
28.027	0.67798
28.03	0.67115
28.034	0.66057
28.037	0.66426
28.04	0.67978
28.044	0.6866
28.047	0.68619
28.05	0.67434
28.054	0.68376
28.057	0.68169
28.06	0.67866
28.064	0.69407
28.067	0.6883
28.07	0.68678
28.073	0.69727
28.077	0.67473
28.08	0.69453
28.083	0.6836
28.087	0.67263
28.09	0.67239
28.093	0.66082
28.097	0.66014
28.1	0.66027
28.103	0.67158
28.107	0.67877
28.11	0.65413
28.113	0.6607
28.116	0.66702
28.12	0.66245
28.123	0.6558
28.126	0.66135
28.13	0.66382
28.133	0.67433
28.136	0.66143
28.14	0.66167
28.143	0.6542
28.146	0.65789
28.149	0.65286
28.153	0.66356
28.156	0.6476
28.159	0.64886
28.163	0.65529
28.166	0.65749
28.169	0.67408
28.173	0.65983
28.176	0.65139
28.179	0.64588
28.183	0.65282
28.186	0.66344
28.189	0.66323
28.192	0.66867
28.196	0.66694
28.199	0.6767
28.202	0.66661
28.206	0.6735
28.209	0.66905
28.212	0.67661
28.216	0.67256
28.219	0.67567
28.222	0.67233
28.226	0.67027
28.229	0.66801
28.232	0.66165
28.235	0.67186
28.239	0.67592
28.242	0.69554
28.245	0.66008
28.249	0.66909
28.252	0.6602
28.255	0.66094
28.259	0.66893
28.262	0.66699
28.265	0.69039
28.269	0.67607
28.272	0.66577
28.275	0.67979
28.279	0.66634
28.282	0.67208
28.285	0.67092
28.288	0.66408
28.292	0.66672
28.298	0.66849
28.302	0.66836
28.305	0.65796
28.308	0.68137
28.311	0.68776
28.315	0.68147
28.318	0.67597
28.321	0.67461
28.325	0.65381
28.328	0.65321
28.331	0.66245
28.334	0.65696
28.338	0.65906
28.341	0.6642
28.344	0.65692
28.348	0.66528
28.351	0.66135
28.354	0.66941
28.358	0.66132
28.361	0.66628
28.364	0.66496
28.367	0.66496
28.371	0.66844
28.374	0.67309
28.377	0.67097
28.381	0.67601
28.384	0.67606
28.387	0.68183
28.39	0.68137
28.394	0.67124
28.397	0.68457
28.4	0.67829
28.404	0.6769
28.407	0.67144
28.41	0.67733
28.413	0.68093
28.417	0.67828
28.42	0.67151
28.423	0.67131
28.427	0.68583
28.43	0.67389
28.433	0.67504
28.436	0.66978
28.44	0.67217
28.443	0.67194
28.446	0.67864
28.45	0.66424
28.453	0.67408
28.456	0.67071
28.459	0.65667
28.463	0.66461
28.466	0.67419
28.469	0.67917
28.473	0.66095
28.476	0.66895
28.479	0.65903
28.483	0.69692
28.486	0.67412
28.489	0.66932
28.492	0.67214
28.496	0.67267
28.499	0.6695
28.502	0.6758
28.506	0.67446
28.509	0.67286
28.512	0.67474
28.515	0.68193
28.519	0.68567
28.522	0.6527
28.525	0.66335
28.529	0.65553
28.532	0.65519
28.535	0.64889
28.538	0.66911
28.542	0.67381
28.545	0.67506
28.548	0.6663
28.552	0.6742
28.555	0.67273
28.558	0.66874
28.561	0.67735
28.565	0.66709
28.568	0.6678
28.571	0.67577
28.575	0.67421
28.578	0.68002
28.581	0.67057
28.584	0.68216
28.588	0.65865
28.591	0.67035
28.594	0.66387
28.598	0.67346
28.601	0.6733
28.604	0.6733
28.608	0.66507
28.611	0.65283
28.614	0.67323
28.617	0.6855
28.621	0.67512
28.624	0.67197
28.627	0.67223
28.631	0.68601
28.634	0.65242
28.637	0.6591
28.64	0.65533
28.644	0.67095
28.647	0.65676
28.65	0.66336
28.654	0.65035
28.657	0.66724
28.66	0.68386
28.663	0.67439
28.667	0.66647
28.67	0.6628
28.673	0.66473
28.677	0.67655
28.68	0.66832
28.683	0.67413
28.686	0.66477
28.69	0.6366
28.693	0.65121
28.696	0.66736
28.7	0.6642
28.703	0.65035
28.706	0.66598
28.709	0.66979
28.713	0.66336
28.716	0.68537
28.719	0.68359
28.723	0.66529
28.726	0.66693
28.729	0.67257
28.733	0.65961
28.736	0.66228
28.739	0.66162
28.742	0.66494
28.746	0.67053
28.749	0.65602
28.752	0.65596
28.756	0.65805
28.759	0.66026
28.762	0.65723
28.765	0.66433
28.769	0.67361
28.772	0.65564
28.775	0.66779
28.779	0.66981
28.782	0.67812
28.785	0.66044
28.788	0.64931
28.792	0.67485
28.795	0.66669
28.798	0.65953
28.802	0.6693
28.805	0.67912
28.808	0.66866
28.811	0.66174
28.815	0.66463
28.818	0.67097
28.821	0.64561
28.825	0.66406
28.828	0.67018
28.831	0.66855
28.834	0.65223
28.838	0.66382
28.841	0.7058
28.844	0.68346
28.848	0.66816
28.851	0.66512
28.854	0.68049
28.858	0.66653
28.861	0.669
28.864	0.66109
28.867	0.67344
28.871	0.67824
28.874	0.66279
28.877	0.6614
28.881	0.65596
28.884	0.6572
28.887	0.66072
28.89	0.65618
28.894	0.67276
28.897	0.65873
28.9	0.66444
28.904	0.6619
28.907	0.66298
28.91	0.66267
28.913	0.66169
28.917	0.65716
28.92	0.66348
28.923	0.63972
28.927	0.6547
28.93	0.65595
28.933	0.6519
28.936	0.65485
28.94	0.673
28.943	0.66551
28.946	0.67225
28.95	0.64738
28.953	0.6553
28.956	0.64311
28.96	0.66174
28.963	0.66152
28.966	0.67018
28.969	0.66375
28.973	0.651
28.976	0.65709
28.979	0.68516
28.983	0.68929
28.986	0.6868
28.989	0.67688
28.992	0.6801
28.996	0.69393
28.999	0.65798
29.002	0.67408
29.006	0.6801
29.009	0.66344
29.012	0.66685
29.015	0.67106
29.019	0.66126
29.022	0.66441
29.025	0.65205
29.029	0.67152
29.032	0.66404
29.035	0.67538
29.038	0.66641
29.042	0.66328
29.045	0.6836
29.048	0.67305
29.052	0.66273
29.055	0.66776
29.058	0.67855
29.061	0.66992
29.065	0.65758
29.068	0.65843
29.071	0.65311
29.075	0.66529
29.078	0.66059
29.081	0.65904
29.085	0.65103
29.088	0.67386
29.091	0.66443
29.094	0.68014
29.098	0.67221
29.101	0.68193
29.104	0.66125
29.108	0.67125
29.111	0.66189
29.114	0.68101
29.117	0.66435
29.121	0.67133
29.124	0.6711
29.127	0.66536
29.131	0.66186
29.134	0.65224
29.137	0.66812
29.14	0.65466
29.144	0.66143
29.147	0.67145
29.15	0.6718
29.154	0.66646
29.157	0.66913
29.16	0.67574
29.163	0.66047
29.167	0.67236
29.17	0.66015
29.173	0.65857
29.177	0.6717
29.18	0.66715
29.183	0.6714
29.187	0.66648
29.19	0.67175
29.193	0.67021
29.196	0.66464
29.2	0.66228
29.203	0.66031
29.206	0.64986
29.21	0.66169
29.213	0.6551
29.216	0.6425
29.22	0.65246
29.223	0.71343
29.226	0.6845
29.229	0.6867
29.233	0.68371
29.236	0.67443
29.239	0.67982
29.242	0.69327
29.246	0.67899
29.249	0.69546
29.252	0.68073
29.256	0.6933
29.259	0.68214
29.262	0.67353
29.265	0.65708
29.269	0.67132
29.272	0.65701
29.275	0.64791
29.279	0.65758
29.282	0.65214
29.285	0.67812
29.289	0.65137
29.292	0.66884
29.295	0.6449
29.298	0.65262
29.302	0.65193
29.307	0.65785
29.31	0.68014
29.313	0.65637
29.317	0.66686
29.32	0.65273
29.323	0.66038
29.326	0.66193
29.33	0.657
29.333	0.6629
29.336	0.66951
29.34	0.65486
29.343	0.67124
29.346	0.65794
29.35	0.65446
29.353	0.70932
29.356	0.6879
29.36	0.67389
29.363	0.67399
29.366	0.67038
29.369	0.65923
29.373	0.67792
29.376	0.6647
29.379	0.66567
29.383	0.66438
29.386	0.66539
29.389	0.65877
29.393	0.65606
29.396	0.66137
29.399	0.65764
29.402	0.67754
29.406	0.66627
29.409	0.66375
29.412	0.66862
29.416	0.66803
29.419	0.68665
29.422	0.68232
29.426	0.66571
29.429	0.6808
29.432	0.68358
29.436	0.67704
29.439	0.66508
29.442	0.6604
29.445	0.68349
29.449	0.6661
29.452	0.67174
29.455	0.67326
29.459	0.67302
29.462	0.67568
29.465	0.6655
29.469	0.67945
29.472	0.6743
29.475	0.67899
29.479	0.67003
29.482	0.66927
29.485	0.676
29.488	0.6672
29.492	0.68083
29.495	0.68223
29.498	0.68189
29.502	0.65881
29.505	0.6528
29.508	0.65921
29.512	0.65371
29.515	0.67005
29.518	0.66422
29.521	0.66959
29.525	0.65324
29.528	0.6564
29.531	0.66384
29.535	0.65302
29.538	0.68289
29.541	0.67115
29.545	0.6894
29.548	0.68938
29.551	0.67722
29.555	0.68034
29.558	0.69449
29.561	0.68112
29.564	0.68361
29.568	0.67019
29.571	0.6671
29.574	0.66869
29.578	0.67321
29.581	0.67708
29.584	0.67416
29.588	0.66521
29.591	0.65053
29.594	0.64563
29.598	0.65939
29.601	0.66178
29.604	0.65706
29.608	0.66446
29.611	0.66632
29.614	0.67477
29.617	0.67449
29.621	0.67201
29.624	0.68244
29.627	0.66469
29.631	0.69953
29.637	0.66067
29.64	0.66568
29.644	0.66113
29.647	0.65951
29.651	0.66573
29.654	0.66448
29.657	0.6716
29.66	0.66123
29.664	0.66046
29.667	0.67857
29.67	0.67846
29.674	0.65918
29.677	0.66715
29.68	0.6582
29.683	0.66383
29.687	0.65991
29.69	0.66295
29.693	0.66864
29.697	0.66355
29.7	0.65277
29.703	0.6616
29.707	0.65834
29.71	0.65838
29.713	0.64907
29.717	0.67099
29.72	0.65112
29.723	0.66053
29.727	0.64933
29.73	0.65654
29.733	0.65477
29.736	0.67024
29.74	0.68099
29.743	0.6694
29.746	0.66336
29.75	0.66611
29.753	0.6649
29.756	0.66159
29.76	0.66712
29.763	0.65842
29.766	0.66575
29.77	0.66155
29.773	0.66194
29.776	0.6589
29.779	0.65829
29.783	0.68808
29.786	0.67899
29.789	0.67365
29.793	0.68468
29.796	0.68403
29.799	0.67472
29.802	0.65526
29.806	0.66587
29.809	0.67097
29.812	0.66845
29.816	0.6787
29.819	0.66011
29.822	0.66633
29.826	0.67003
29.829	0.67151
29.832	0.67163
29.836	0.65744
29.839	0.68109
29.842	0.68534
29.846	0.66308
29.849	0.66081
29.852	0.67989
29.855	0.67978
29.859	0.68352
29.862	0.68019
29.865	0.68122
29.869	0.66276
29.872	0.68505
29.875	0.67114
29.879	0.69059
29.882	0.65988
29.885	0.6698
29.889	0.67119
29.892	0.65977
29.895	0.67584
29.898	0.64953
29.902	0.66394
29.905	0.66669
29.908	0.66446
29.912	0.66015
29.915	0.68216
29.918	0.66298
29.922	0.69375
29.925	0.65813
29.928	0.64899
29.931	0.66405
29.935	0.65568
29.938	0.66777
29.941	0.65668
29.945	0.65497
29.948	0.65549
29.951	0.66392
29.955	0.6633
29.958	0.65284
29.961	0.67422
29.965	0.6914
29.968	0.66807
29.971	0.66807
29.974	0.66624
29.978	0.65196
29.981	0.67703
29.984	0.66683
29.988	0.6457
29.991	0.64537
29.994	0.63162
29.998	0.64651
30.001	0.68129
30.004	0.66276
30.008	0.67713
30.011	0.67883
30.014	0.67238
30.017	0.66292
30.021	0.67336
30.024	0.67087
30.027	0.67405
30.031	0.66237
30.034	0.67307
30.037	0.66623
30.041	0.68358
30.044	0.66452
30.047	0.67861
30.05	0.68287
30.054	0.67108
30.057	0.70099
30.06	0.68243
30.064	0.69501
30.067	0.68113
30.07	0.68839
30.074	0.68095
30.077	0.6814
30.08	0.68473
30.084	0.68199
30.087	0.68686
30.09	0.68205
30.093	0.68327
30.097	0.69422
30.1	0.69015
30.103	0.67756
30.107	0.6803
30.11	0.66577
30.113	0.67017
30.117	0.66235
30.12	0.66394
30.123	0.66467
30.127	0.66119
30.13	0.69028
30.133	0.68139
30.137	0.68847
30.14	0.66456
30.143	0.68426
30.146	0.6753
30.15	0.6665
30.153	0.67286
30.156	0.66895
30.16	0.66914
30.163	0.66683
30.166	0.65256
30.169	0.65262
30.173	0.66527
30.176	0.66502
30.179	0.67137
30.183	0.66316
30.186	0.65595
30.189	0.66916
30.193	0.66879
30.196	0.66107
30.199	0.662
30.203	0.66371
30.206	0.66717
30.209	0.67032
30.212	0.65598
30.216	0.65094
30.219	0.65852
30.222	0.65845
30.226	0.66422
30.229	0.67107
30.232	0.66482
30.236	0.66873
30.239	0.67004
30.242	0.6617
30.246	0.66773
30.249	0.65603
30.252	0.67714
30.256	0.67564
30.259	0.67923
30.262	0.66564
30.265	0.67757
30.269	0.67125
30.272	0.68845
30.275	0.66858
30.279	0.67227
30.282	0.66824
30.285	0.66219
30.289	0.66959
30.292	0.67044
30.295	0.66178
30.299	0.67245
30.302	0.68554
30.305	0.68534
30.308	0.69801
30.312	0.68676
30.315	0.69114
30.317	0.69217
30.32	0.69906
30.323	0.69337
30.326	0.70396
30.33	0.6767
30.333	0.67808
30.336	0.67568
30.34	0.66598
30.343	0.6709
30.346	0.66632
30.349	0.66593
30.353	0.65815
30.356	0.71887
30.359	0.67268
30.363	0.67538
30.366	0.67213
30.369	0.6756
30.373	0.67539
30.376	0.66256
30.379	0.67441
30.383	0.68686
30.386	0.67966
30.389	0.6693
30.392	0.66852
30.396	0.68469
30.399	0.65809
30.402	0.66264
30.405	0.68027
30.409	0.67319
30.412	0.67595
30.415	0.67914
30.419	0.6786
30.422	0.67912
30.425	0.67651
30.429	0.67227
30.432	0.68392
30.435	0.67093
30.439	0.67155
30.442	0.67171
30.445	0.67672
30.448	0.6696
30.452	0.66967
30.455	0.67854
30.458	0.67685
30.462	0.67976
30.465	0.68079
30.468	0.67139
30.471	0.65868
30.475	0.66329
30.478	0.66662
30.481	0.66171
30.485	0.66672
30.488	0.67798
30.491	0.66853
30.494	0.67917
30.498	0.66327
30.501	0.68366
30.504	0.67911
30.508	0.67607
30.511	0.67619
30.514	0.67132
30.518	0.6835
30.521	0.67136
30.524	0.67216
30.527	0.67879
30.531	0.68195
30.534	0.68454
30.537	0.67948
30.541	0.67055
30.544	0.68421
30.547	0.66433
30.55	0.67333
30.554	0.67933
30.557	0.67874
30.56	0.69689
30.564	0.67817
30.567	0.67795
30.57	0.66762
30.574	0.69594
30.577	0.67736
30.58	0.67674
30.584	0.68184
30.587	0.67793
30.59	0.68487
30.593	0.68863
30.597	0.68085
30.6	0.69306
30.603	0.69066
30.607	0.67712
30.61	0.68184
30.613	0.68728
30.616	0.68591
30.62	0.68726
30.623	0.68644
30.626	0.67935
30.63	0.68781
30.633	0.6792
30.636	0.67798
30.64	0.6816
30.643	0.67533
30.646	0.67459
30.649	0.65941
30.653	0.68266
30.656	0.67423
30.659	0.67673
30.663	0.67375
30.666	0.6717
30.669	0.69141
30.672	0.67449
30.676	0.68431
30.679	0.67854
30.682	0.67912
30.686	0.68862
30.689	0.70791
30.692	0.68304
30.695	0.68704
30.699	0.67982
30.702	0.68287
30.705	0.6846
30.709	0.69089
30.712	0.69701
30.715	0.66696
30.718	0.66557
30.722	0.69511
30.725	0.68438
30.728	0.70092
30.732	0.69276
30.735	0.66425
30.738	0.68854
30.742	0.67001
30.745	0.6864
30.748	0.68711
30.752	0.69716
30.755	0.66876
30.758	0.66411
30.761	0.65743
30.765	0.66873
30.768	0.67847
30.771	0.66955
30.775	0.67163
30.778	0.66269
30.781	0.65782
30.784	0.6759
30.788	0.66124
30.791	0.66264
30.794	0.67057
30.798	0.66897
30.801	0.66725
30.804	0.67536
30.811	0.68039
30.814	0.67489
30.817	0.66547
30.821	0.66726
30.824	0.67671
30.827	0.66326
30.831	0.67236
30.834	0.67163
30.837	0.68623
30.84	0.68045
30.844	0.67601
30.847	0.67502
30.85	0.66914
30.854	0.67123
30.857	0.68034
30.86	0.66561
30.863	0.68056
30.867	0.68293
30.87	0.67612
30.873	0.673
30.877	0.68124
30.88	0.68607
30.883	0.69166
30.887	0.68667
30.89	0.67146
30.893	0.67294
30.896	0.67421
30.9	0.6675
30.91	0.6568
30.913	0.66508
30.916	0.67985
30.919	0.66492
30.923	0.67557
30.926	0.65193
30.929	0.68045
30.933	0.66662
30.936	0.66759
30.939	0.69927
30.943	0.66361
30.946	0.66073
30.949	0.65692
30.953	0.66231
30.956	0.66645
30.959	0.65966
30.962	0.6562
30.966	0.67592
30.969	0.67644
30.972	0.68003
30.976	0.67284
30.979	0.68607
30.982	0.67947
30.985	0.67684
30.989	0.67639
30.992	0.67917
30.995	0.68403
30.999	0.68026
31.002	0.67285
31.005	0.67393
31.009	0.67454
31.012	0.67678
31.015	0.68904
31.018	0.67795
31.022	0.67193
31.025	0.67099
31.028	0.68877
31.032	0.68776
31.035	0.67124
31.038	0.68094
31.041	0.67179
31.045	0.70673
31.048	0.69536
31.051	0.6822
31.055	0.68235
31.058	0.67346
31.061	0.67891
31.064	0.68342
31.068	0.69017
31.071	0.67094
31.074	0.69216
31.078	0.68061
31.081	0.67763
31.084	0.68482
31.087	0.6775
31.091	0.67656
31.094	0.69205
31.097	0.67735
31.101	0.69019
31.104	0.72535
31.107	0.69223
31.111	0.68353
31.114	0.67431
31.117	0.68731
31.12	0.68151
31.124	0.69013
31.127	0.68878
31.13	0.69243
31.134	0.68123
31.137	0.68198
31.14	0.69261
31.144	0.68155
31.147	0.68002
31.15	0.67908
31.153	0.67205
31.157	0.67392
31.16	0.66793
31.163	0.6845
31.167	0.67063
31.17	0.68616
31.173	0.66969
31.177	0.66963
31.18	0.67444
31.183	0.68094
31.186	0.66086
31.19	0.66133
31.193	0.67271
31.196	0.66005
31.2	0.66811
31.203	0.67125
31.206	0.67518
31.209	0.66807
31.213	0.67414
31.216	0.67219
31.219	0.67133
31.223	0.67957
31.226	0.68633
31.229	0.68282
31.233	0.67561
31.236	0.68479
31.239	0.68563
31.242	0.6873
31.246	0.68063
31.249	0.68598
31.252	0.67926
31.256	0.67967
31.259	0.66866
31.262	0.6839
31.265	0.68261
31.269	0.68549
31.272	0.68798
31.275	0.68937
31.279	0.68324
31.282	0.68672
31.285	0.6654
31.288	0.67699
31.292	0.69044
31.295	0.68056
31.298	0.68876
31.302	0.68353
31.303	0.64153
31.307	0.69427
31.31	0.64884
31.313	0.6987
31.317	0.67114
31.32	0.6597
31.323	0.65902
31.326	0.6697
31.33	0.6942
31.333	0.67817
31.336	0.67871
31.34	0.68911
31.343	0.68804
31.346	0.68781
31.349	0.68998
31.353	0.68024
31.356	0.68838
31.359	0.68315
31.363	0.68211
31.366	0.6865
31.369	0.69202
31.372	0.69131
31.376	0.68705
31.379	0.69093
31.382	0.6911
31.386	0.70503
31.389	0.71199
31.392	0.69325
31.396	0.69331
31.399	0.69901
31.402	0.69827
31.405	0.67039
31.409	0.67779
31.412	0.69558
31.415	0.68106
31.419	0.69299
31.422	0.69811
31.425	0.69264
31.428	0.69414
31.432	0.69261
31.435	0.68084
31.438	0.65946
31.442	0.67444
31.445	0.68566
31.448	0.69106
31.452	0.69625
31.455	0.68262
31.458	0.68529
31.462	0.68645
31.465	0.69927
31.468	0.68759
31.471	0.68683
31.475	0.68232
31.478	0.6747
31.481	0.68499
31.485	0.68966
31.488	0.69129
31.491	0.6882
31.494	0.687
31.498	0.68082
31.501	0.68713
31.504	0.66592
31.508	0.68457
31.511	0.67691
31.521	0.66196
31.524	0.72907
31.527	0.68084
31.531	0.68812
31.534	0.69297
31.537	0.68663
31.541	0.68956
31.544	0.69689
31.547	0.68844
31.55	0.69167
31.554	0.68466
31.557	0.68296
31.56	0.68119
31.564	0.6814
31.567	0.66025
31.57	0.68472
31.573	0.68279
31.577	0.68205
31.58	0.68533
31.583	0.67132
31.587	0.67821
31.59	0.67554
31.593	0.67457
31.597	0.64986
31.6	0.67265
31.603	0.67462
31.606	0.68303
31.61	0.67676
31.613	0.6723
31.616	0.68819
31.62	0.67609
31.623	0.68407
31.626	0.68708
31.63	0.67925
31.633	0.68552
31.636	0.67909
31.639	0.68155
31.643	0.67541
31.646	0.68342
31.649	0.687
31.653	0.68019
31.656	0.69761
31.659	0.67339
31.663	0.6752
31.666	0.68104
31.669	0.68484
31.672	0.67324
31.676	0.69119
31.679	0.68475
31.682	0.66785
31.686	0.67858
31.689	0.67484
31.692	0.6818
31.695	0.72317
31.699	0.68959
31.702	0.69577
31.705	0.69678
31.709	0.70393
31.712	0.69282
31.715	0.69302
31.718	0.69705
31.722	0.6807
31.725	0.69614
31.728	0.68485
31.732	0.69675
31.735	0.69227
31.738	0.66053
31.741	0.64377
31.745	0.67432
31.748	0.67832
31.751	0.66298
31.755	0.6905
31.758	0.69511
31.761	0.69599
31.765	0.69859
31.768	0.68069
31.771	0.69325
31.774	0.69237
31.778	0.67816
31.781	0.67364
31.784	0.68506
31.788	0.69176
31.791	0.6718
31.794	0.68337
31.798	0.69664
31.801	0.68079
31.804	0.67896
31.807	0.69236
31.811	0.68936
31.814	0.68093
31.817	0.66712
31.821	0.67789
31.824	0.68852
31.827	0.67626
31.831	0.70129
31.834	0.67169
31.837	0.67544
31.84	0.6676
31.844	0.67235
31.847	0.6744
31.85	0.67066
31.854	0.6916
31.857	0.69333
31.86	0.6671
31.863	0.66697
31.867	0.67222
31.87	0.68044
31.873	0.67019
31.877	0.66376
31.88	0.66722
31.883	0.68251
31.887	0.66659
31.89	0.67707
31.893	0.67885
31.896	0.66579
31.9	0.68376
31.903	0.64092
31.906	0.65251
31.91	0.66331
31.913	0.69876
31.916	0.66392
31.919	0.66103
31.923	0.66201
31.926	0.67305
31.929	0.68642
31.933	0.68258
31.936	0.6773
31.939	0.66768
31.942	0.67946
31.946	0.6714
31.949	0.67333
31.952	0.68057
31.956	0.67774
31.959	0.67911
31.962	0.67082
31.966	0.68792
31.969	0.70506
31.972	0.72741
31.976	0.68421
31.979	0.68754
31.982	0.67346
31.985	0.68978
31.989	0.69034
31.992	0.70217
31.995	0.68243
31.999	0.68499
32.002	0.68859
32.005	0.67155
32.008	0.68233
32.012	0.67955
32.015	0.68034
32.018	0.69273
32.022	0.68363
32.025	0.69476
32.028	0.70486
32.032	0.69221
32.035	0.67886
32.038	0.68198
32.041	0.69949
32.045	0.68608
32.048	0.68372
32.051	0.68761
32.055	0.67732
32.058	0.6846
32.061	0.68782
32.065	0.68748
32.068	0.66333
32.071	0.67883
32.074	0.67922
32.078	0.68591
32.081	0.67257
32.084	0.67544
32.087	0.67752
32.091	0.67737
32.094	0.67708
32.097	0.67913
32.101	0.67853
32.104	0.67957
32.107	0.68879
32.111	0.70118
32.114	0.67864
32.117	0.68857
32.12	0.67997
32.124	0.67834
32.127	0.67486
32.13	0.68614
32.134	0.68081
32.137	0.67768
32.14	0.68099
32.144	0.68035
32.147	0.67802
32.15	0.6755
32.153	0.67032
32.157	0.71539
32.16	0.6813
32.163	0.68441
32.167	0.69932
32.17	0.70195
32.173	0.66752
32.176	0.67177
32.18	0.67788
32.183	0.66895
32.186	0.63395
32.193	0.6876
32.196	0.68314
32.2	0.68496
32.203	0.69252
32.206	0.67971
32.209	0.69177
32.213	0.68387
32.216	0.6759
32.219	0.69607
32.229	0.68314
32.233	0.67201
32.236	0.66935
32.239	0.66423
32.242	0.68544
32.246	0.69279
32.249	0.67653
32.252	0.6676
32.256	0.68701
32.259	0.67607
32.262	0.70019
32.266	0.69759
32.269	0.67149
32.272	0.68095
32.275	0.66463
32.279	0.67825
32.282	0.6718
32.285	0.70085
32.288	0.6851
32.292	0.68268
32.295	0.64212
32.298	0.66849
