# WAIS Divide WDC06A Core Density, clean version, 0 to 160 m
# Data collected by Daniel J. Breton using MADGE on 3x3x100 cm core sticks
# MADGE paper: www.igsoc.org/journal/55/194/t09J008.pdf
###############################################################################
# This is the CLEAN version of the data, meaning that most core breaks
# and core ends have been REMOVED from this dataset.  This dataset IS NOT
# recommended for accumulation rate studies because the core breaks / ends, 
# even though they appear as low density measurements, still accurately 
# represent additional accumulated mass at the site.
###############################################################################

Depth	Density
131.053	0.90502
131.056	0.9049
131.059	0.90706
131.062	0.9121
131.066	0.90492
131.069	0.90032
131.072	0.89875
131.076	0.89106
131.079	0.89638
131.082	0.89904
131.085	0.91336
131.089	0.90328
131.092	0.90822
131.095	0.8995
131.099	0.90215
131.102	0.89868
131.105	0.9056
131.109	0.90032
131.112	0.9018
131.115	0.91092
131.118	0.90332
131.122	0.89426
131.125	0.91412
131.128	0.90155
131.132	0.90417
131.135	0.9019
131.138	0.90223
131.141	0.90671
131.145	0.90944
131.148	0.90776
131.151	0.91392
131.155	0.90666
131.158	0.90595
131.161	0.90149
131.165	0.91223
131.168	0.90674
131.171	0.91757
131.174	0.89318
131.178	0.90147
131.181	0.90533
131.184	0.90256
131.188	0.90974
131.191	0.908
131.194	0.90747
131.197	0.90083
131.201	0.90835
131.204	0.90511
131.207	0.9046
131.21	0.90405
131.214	0.91482
131.217	0.90302
131.22	0.90179
131.224	0.90142
131.227	0.9013
131.23	0.90388
131.234	0.90961
131.237	0.90291
131.24	0.90315
131.243	0.89965
131.247	0.89711
131.25	0.90382
131.253	0.89772
131.257	0.90252
131.26	0.89785
131.263	0.89712
131.266	0.9027
131.27	0.90294
131.273	0.89745
131.276	0.90775
131.28	0.90951
131.283	0.89431
131.286	0.90283
131.29	0.89193
131.293	0.90875
131.296	0.90408
131.299	0.90556
131.303	0.89995
131.306	0.90193
131.309	0.89981
131.312	0.90549
131.316	0.91017
131.319	0.90543
131.322	0.90488
131.326	0.89322
131.329	0.89816
131.332	0.90998
131.335	0.90013
131.339	0.90308
131.342	0.90862
131.345	0.89807
131.349	0.90643
131.352	0.90318
131.355	0.90614
131.359	0.90331
131.362	0.89563
131.365	0.89621
131.368	0.9106
131.372	0.90355
131.375	0.90033
131.378	0.90344
131.382	0.90234
131.385	0.90814
131.388	0.91574
131.391	0.90234
131.395	0.90348
131.398	0.90591
131.401	0.90806
131.405	0.91387
131.408	0.90029
131.411	0.91008
131.415	0.91219
131.418	0.90739
131.421	0.90665
131.424	0.90488
131.428	0.89792
131.431	0.90532
131.434	0.90439
131.438	0.9035
131.441	0.91092
131.444	0.90485
131.447	0.90496
131.451	0.90532
131.454	0.89763
131.457	0.90975
131.46	0.91249
131.464	0.91431
131.467	0.90089
131.47	0.90726
131.474	0.90424
131.477	0.908
131.48	0.9044
131.484	0.89791
131.487	0.90895
131.49	0.89754
131.493	0.89998
131.497	0.90536
131.5	0.90218
131.503	0.89986
131.507	0.89774
131.51	0.91351
131.513	0.89923
131.516	0.90649
131.52	0.89699
131.523	0.90349
131.526	0.89525
131.53	0.9048
131.533	0.90237
131.536	0.9041
131.54	0.90698
131.543	0.90546
131.546	0.90377
131.549	0.90134
131.553	0.90628
131.556	0.9054
131.559	0.90648
131.562	0.90916
131.566	0.90346
131.569	0.9072
131.572	0.9133
131.576	0.9052
131.579	0.90366
131.582	0.90119
131.585	0.91261
131.589	0.90218
131.592	0.90582
131.595	0.90859
131.599	0.89848
131.602	0.90675
131.605	0.91096
131.609	0.90622
131.612	0.89818
131.615	0.90657
131.618	0.90444
131.622	0.90622
131.625	0.9109
131.628	0.9088
131.632	0.911
131.635	0.89705
131.638	0.90934
131.641	0.90923
131.645	0.9082
131.648	0.90424
131.651	0.90662
131.655	0.89881
131.658	0.9119
131.661	0.90657
131.665	0.90859
131.668	0.91552
131.671	0.90114
131.674	0.89925
131.678	0.90106
131.681	0.8969
131.684	0.90157
131.688	0.90311
131.691	0.90648
131.694	0.89136
131.697	0.90318
131.701	0.90051
131.704	0.90068
131.707	0.89755
131.71	0.90031
131.714	0.90587
131.717	0.90344
131.72	0.90834
131.724	0.90379
131.727	0.90894
131.73	0.90684
131.734	0.90429
131.737	0.89811
131.74	0.90437
131.743	0.90825
131.747	0.91014
131.75	0.90212
131.753	0.90138
131.757	0.90305
131.76	0.9006
131.763	0.90304
131.766	0.90746
131.77	0.90584
131.773	0.90911
131.776	0.90992
131.78	0.90007
131.783	0.89368
131.786	0.90022
131.79	0.90353
131.793	0.90636
131.796	0.90575
131.799	0.90515
131.803	0.90153
131.806	0.91326
131.809	0.90361
131.812	0.90209
131.816	0.90187
131.819	0.90654
131.822	0.89996
131.826	0.89881
131.829	0.90467
131.832	0.89686
131.835	0.9048
131.839	0.89269
131.842	0.89908
131.845	0.91315
131.849	0.90595
131.852	0.90204
131.855	0.90139
131.859	0.91101
131.862	0.9021
131.865	0.90691
131.868	0.9022
131.872	0.90065
131.875	0.90439
131.878	0.9107
131.882	0.91448
131.885	0.90204
131.888	0.89931
131.891	0.90077
131.895	0.90701
131.898	0.90915
131.901	0.91021
131.905	0.91017
131.908	0.91117
131.911	0.90343
131.915	0.90605
131.918	0.90531
131.921	0.89578
131.924	0.90472
131.928	0.91507
131.931	0.90136
131.934	0.90625
131.938	0.91139
131.941	0.90718
131.944	0.90606
131.947	0.90559
131.951	0.91019
131.954	0.90652
131.957	0.90238
131.96	0.90731
131.964	0.90076
131.967	0.8961
131.97	0.90695
131.974	0.89981
131.977	0.90591
131.98	0.90789
131.984	0.90138
131.987	0.90948
131.99	0.90599
131.993	0.90539
131.997	0.91502
132	0.8846
132.007	0.91178
132.01	0.89938
132.013	0.91732
132.016	0.90966
132.02	0.91828
132.023	0.89772
132.026	0.90875
132.03	0.90637
132.033	0.90253
132.036	0.90112
132.039	0.90989
132.043	0.90472
132.046	0.89834
132.049	0.90689
132.053	0.90716
132.056	0.9078
132.059	0.91266
132.062	0.90683
132.066	0.91009
132.069	0.90407
132.072	0.90348
132.075	0.90651
132.079	0.90608
132.082	0.89874
132.085	0.90559
132.089	0.90318
132.092	0.90509
132.095	0.89694
132.098	0.89907
132.102	0.89589
132.105	0.91178
132.108	0.90387
132.112	0.90212
132.115	0.8955
132.118	0.9068
132.121	0.89853
132.125	0.90535
132.128	0.89887
132.131	0.89956
132.134	0.90225
132.138	0.90536
132.141	0.90227
132.144	0.90519
132.148	0.89791
132.151	0.89915
132.154	0.89592
132.157	0.90026
132.161	0.9025
132.164	0.90076
132.167	0.90125
132.171	0.89793
132.174	0.9022
132.177	0.90448
132.18	0.90442
132.184	0.90221
132.187	0.89624
132.19	0.89886
132.193	0.89389
132.197	0.88637
132.2	0.89508
132.203	0.89359
132.207	0.90387
132.21	0.90088
132.213	0.90699
132.216	0.8952
132.22	0.9038
132.223	0.90673
132.226	0.89814
132.23	0.8931
132.233	0.90361
132.236	0.90629
132.239	0.90085
132.243	0.90296
132.246	0.88534
132.249	0.89861
132.252	0.89594
132.256	0.90316
132.259	0.90594
132.262	0.90024
132.266	0.90156
132.269	0.89995
132.272	0.91335
132.275	0.9012
132.279	0.90086
132.282	0.89955
132.285	0.90841
132.288	0.90107
132.292	0.90363
132.295	0.90506
132.298	0.89314
132.302	0.90561
132.305	0.90172
132.308	0.90687
132.311	0.9059
132.315	0.89709
132.318	0.90642
132.321	0.90578
132.325	0.89051
132.328	0.90184
132.331	0.90289
132.334	0.90825
132.338	0.89932
132.341	0.90466
132.344	0.90613
132.347	0.89543
132.351	0.9049
132.354	0.90631
132.357	0.90564
132.361	0.89294
132.364	0.90442
132.367	0.90094
132.37	0.90434
132.374	0.90123
132.377	0.90698
132.38	0.90331
132.384	0.91117
132.387	0.91115
132.39	0.90637
132.393	0.90353
132.397	0.90382
132.4	0.90599
132.403	0.89967
132.407	0.90352
132.41	0.90861
132.413	0.90601
132.416	0.9006
132.42	0.90195
132.423	0.89646
132.426	0.90494
132.429	0.90168
132.433	0.90859
132.436	0.90043
132.439	0.89615
132.443	0.89939
132.446	0.90224
132.449	0.90897
132.452	0.89245
132.456	0.9052
132.459	0.90074
132.462	0.90152
132.466	0.90714
132.469	0.90776
132.472	0.89643
132.475	0.89916
132.479	0.90819
132.482	0.8952
132.485	0.90513
132.488	0.90766
132.492	0.90623
132.495	0.91021
132.498	0.9038
132.502	0.90793
132.505	0.90262
132.508	0.90145
132.512	0.90393
132.515	0.90311
132.518	0.90855
132.521	0.90839
132.525	0.90017
132.528	0.89522
132.531	0.90553
132.534	0.89766
132.538	0.90348
132.541	0.90713
132.544	0.9042
132.548	0.90038
132.551	0.91044
132.554	0.89609
132.557	0.90629
132.561	0.89752
132.564	0.90917
132.567	0.905
132.571	0.90901
132.574	0.90658
132.577	0.90312
132.58	0.91516
132.584	0.90178
132.587	0.90575
132.59	0.90523
132.593	0.90636
132.597	0.9014
132.6	0.9101
132.603	0.90394
132.607	0.88984
132.61	0.90172
132.613	0.90741
132.616	0.90591
132.62	0.90765
132.623	0.89992
132.626	0.90548
132.63	0.90684
132.633	0.90761
132.636	0.90781
132.639	0.91107
132.643	0.90431
132.646	0.89435
132.649	0.90468
132.653	0.89993
132.656	0.89953
132.659	0.90567
132.662	0.90026
132.666	0.90197
132.669	0.90874
132.672	0.90197
132.675	0.9086
132.679	0.90174
132.682	0.89922
132.685	0.90461
132.689	0.90036
132.692	0.89799
132.695	0.90734
132.698	0.89888
132.702	0.90931
132.705	0.90433
132.708	0.89482
132.712	0.90239
132.728	0.90404
132.731	0.90501
132.734	0.90482
132.738	0.90052
132.741	0.90317
132.744	0.90331
132.748	0.91104
132.751	0.89433
132.754	0.90746
132.757	0.90414
132.761	0.89504
132.764	0.89885
132.767	0.90611
132.77	0.90263
132.774	0.90026
132.777	0.9049
132.78	0.89746
132.784	0.9026
132.787	0.90596
132.79	0.89796
132.793	0.90072
132.797	0.90639
132.8	0.90504
132.803	0.90634
132.807	0.90834
132.81	0.90598
132.813	0.90745
132.816	0.9099
132.82	0.90231
132.823	0.90355
132.826	0.90295
132.829	0.90454
132.833	0.90382
132.836	0.90653
132.839	0.90693
132.843	0.90438
132.846	0.89945
132.849	0.90316
132.852	0.9042
132.856	0.89802
132.859	0.89994
132.862	0.90242
132.866	0.90092
132.869	0.90584
132.872	0.90509
132.875	0.89748
132.879	0.90656
132.882	0.90242
132.885	0.89859
132.888	0.9069
132.892	0.90565
132.895	0.90341
132.898	0.89987
132.902	0.90344
132.905	0.90586
132.908	0.90879
132.911	0.90223
132.915	0.90425
132.918	0.8937
132.921	0.898
132.925	0.89968
132.928	0.90192
132.931	0.90805
132.934	0.90236
132.938	0.90678
132.941	0.89677
132.944	0.90646
132.947	0.90636
132.951	0.9047
132.954	0.89747
132.957	0.89288
132.961	0.89417
132.964	0.90779
132.967	0.89724
132.97	0.9018
132.974	0.89694
132.977	0.8989
132.98	0.90509
132.984	0.89861
132.987	0.88809
132.99	0.89377
132.993	0.90088
132.997	0.90459
133.007	0.91622
133.01	0.91638
133.013	0.91213
133.017	0.90825
133.02	0.90803
133.023	0.90845
133.026	0.90373
133.03	0.91138
133.033	0.91235
133.036	0.90432
133.04	0.9075
133.043	0.91163
133.046	0.90424
133.049	0.9093
133.053	0.90429
133.056	0.90308
133.059	0.90789
133.063	0.90838
133.066	0.90399
133.069	0.9068
133.073	0.90128
133.076	0.90493
133.079	0.90555
133.083	0.90106
133.086	0.90874
133.089	0.91034
133.092	0.90921
133.096	0.91153
133.099	0.9044
133.102	0.90319
133.106	0.91263
133.109	0.90501
133.112	0.90766
133.115	0.90747
133.119	0.90267
133.122	0.8974
133.125	0.90606
133.129	0.90104
133.132	0.90321
133.135	0.8996
133.139	0.89933
133.142	0.903
133.145	0.91012
133.149	0.90095
133.152	0.90222
133.155	0.89599
133.158	0.90516
133.162	0.89465
133.165	0.90352
133.168	0.89834
133.172	0.90331
133.175	0.90341
133.178	0.90611
133.181	0.90612
133.185	0.90126
133.188	0.8963
133.191	0.89941
133.195	0.90816
133.198	0.90477
133.201	0.89857
133.205	0.90238
133.208	0.89123
133.211	0.90552
133.214	0.90637
133.218	0.9109
133.221	0.89687
133.224	0.90395
133.228	0.8993
133.231	0.90185
133.234	0.89844
133.238	0.90138
133.241	0.90356
133.244	0.89815
133.248	0.90031
133.251	0.89628
133.254	0.90235
133.257	0.89819
133.261	0.90339
133.264	0.90908
133.267	0.90475
133.271	0.90787
133.274	0.89606
133.277	0.89597
133.28	0.9027
133.284	0.89662
133.287	0.89639
133.29	0.90632
133.294	0.90207
133.297	0.89684
133.3	0.90144
133.304	0.90317
133.307	0.90407
133.31	0.90265
133.314	0.89726
133.317	0.90439
133.32	0.89479
133.323	0.89751
133.327	0.90799
133.33	0.90447
133.333	0.90546
133.337	0.89466
133.34	0.90385
133.343	0.90899
133.346	0.9098
133.35	0.9016
133.353	0.90206
133.356	0.90486
133.36	0.90661
133.363	0.90173
133.366	0.90764
133.37	0.90077
133.373	0.90334
133.376	0.89993
133.38	0.89982
133.383	0.90412
133.386	0.90777
133.389	0.90019
133.393	0.90171
133.396	0.89491
133.399	0.89717
133.403	0.90484
133.406	0.90793
133.409	0.89175
133.412	0.90965
133.416	0.90293
133.419	0.90376
133.422	0.8985
133.426	0.89692
133.429	0.91487
133.432	0.89922
133.436	0.89823
133.439	0.90988
133.442	0.90385
133.446	0.90093
133.449	0.90255
133.452	0.9076
133.455	0.9036
133.459	0.90139
133.462	0.90422
133.465	0.90033
133.469	0.90998
133.472	0.90903
133.475	0.89886
133.478	0.903
133.482	0.89638
133.485	0.90856
133.488	0.90657
133.492	0.90808
133.495	0.90724
133.498	0.89935
133.502	0.91157
133.505	0.90272
133.508	0.91079
133.512	0.91173
133.515	0.90956
133.518	0.91125
133.522	0.90336
133.525	0.91034
133.528	0.90374
133.531	0.90804
133.535	0.91026
133.538	0.90399
133.541	0.90894
133.545	0.90247
133.548	0.90532
133.551	0.90948
133.554	0.907
133.558	0.90117
133.561	0.89541
133.564	0.90186
133.568	0.90492
133.571	0.89777
133.574	0.90825
133.578	0.90796
133.581	0.91004
133.584	0.9071
133.588	0.90378
133.591	0.90567
133.594	0.89654
133.597	0.90192
133.601	0.91077
133.604	0.88797
133.607	0.90159
133.611	0.89564
133.614	0.89947
133.617	0.90404
133.62	0.90175
133.624	0.905
133.627	0.89904
133.63	0.90817
133.634	0.89932
133.637	0.90378
133.64	0.89412
133.644	0.8975
133.647	0.90029
133.65	0.90153
133.654	0.89916
133.657	0.90197
133.66	0.90104
133.663	0.89877
133.667	0.90516
133.67	0.90034
133.673	0.90255
133.677	0.89605
133.68	0.89949
133.683	0.90178
133.686	0.89366
133.69	0.90419
133.693	0.91018
133.696	0.89975
133.7	0.89722
133.703	0.90607
133.706	0.90035
133.71	0.89924
133.713	0.902
133.716	0.89793
133.72	0.90426
133.723	0.90201
133.726	0.89399
133.729	0.90352
133.733	0.90565
133.736	0.89986
133.739	0.90512
133.743	0.90818
133.746	0.90288
133.749	0.89953
133.752	0.90275
133.756	0.90348
133.759	0.90897
133.762	0.90183
133.766	0.90296
133.769	0.90338
133.772	0.90677
133.776	0.9124
133.779	0.89822
133.782	0.90457
133.786	0.90701
133.789	0.90328
133.792	0.91049
133.795	0.91141
133.799	0.90738
133.802	0.90932
133.805	0.90211
133.809	0.90566
133.812	0.91135
133.815	0.90373
133.819	0.89251
133.822	0.89756
133.825	0.90311
133.828	0.91048
133.832	0.90535
133.835	0.90452
133.838	0.90002
133.842	0.90291
133.845	0.90425
133.848	0.89502
133.851	0.9042
133.855	0.90662
133.858	0.90708
133.861	0.89468
133.865	0.89338
133.868	0.91044
133.871	0.90043
133.875	0.90714
133.878	0.90081
133.881	0.90853
133.885	0.91042
133.888	0.90711
133.891	0.90061
133.894	0.89366
133.898	0.90716
133.901	0.9014
133.904	0.90405
133.908	0.91054
133.911	0.90576
133.914	0.90488
133.917	0.90418
133.921	0.90581
133.924	0.91426
133.927	0.91214
133.931	0.9062
133.934	0.90418
133.937	0.91082
133.941	0.90894
133.944	0.91233
133.947	0.90819
133.951	0.90872
133.954	0.90767
133.957	0.9107
133.96	0.91298
133.964	0.91164
133.967	0.90847
133.97	0.91258
133.974	0.90375
133.977	0.91172
133.98	0.90789
133.983	0.92005
133.987	0.91059
133.99	0.90916
133.993	0.91498
133.997	0.90199
134	0.91707
134.003	0.93047
134.007	0.90983
134.01	0.91802
134.013	0.9152
134.017	0.90797
134.02	0.90829
134.023	0.91248
134.026	0.91
134.03	0.91295
134.033	0.9097
134.036	0.91121
134.04	0.91267
134.043	0.91566
134.046	0.90701
134.049	0.90686
134.053	0.90839
134.056	0.90976
134.059	0.9077
134.063	0.91986
134.066	0.90737
134.069	0.90815
134.073	0.90839
134.076	0.90929
134.079	0.912
134.083	0.90487
134.086	0.91268
134.089	0.9165
134.092	0.91551
134.096	0.90651
134.099	0.90497
134.102	0.90691
134.106	0.90575
134.109	0.90145
134.112	0.90149
134.115	0.89568
134.119	0.90691
134.122	0.90573
134.125	0.90064
134.129	0.903
134.132	0.9012
134.135	0.91117
134.139	0.89961
134.142	0.91005
134.145	0.90739
134.149	0.90357
134.152	0.9079
134.155	0.91468
134.158	0.89772
134.162	0.89841
134.165	0.90464
134.168	0.91221
134.172	0.90128
134.175	0.91181
134.178	0.90724
134.181	0.90797
134.185	0.90565
134.188	0.90385
134.191	0.90261
134.195	0.90369
134.198	0.90623
134.201	0.90583
134.205	0.90322
134.208	0.90255
134.211	0.90221
134.214	0.90649
134.218	0.90205
134.221	0.89609
134.224	0.90912
134.228	0.90599
134.231	0.90727
134.234	0.90587
134.238	0.90246
134.241	0.90059
134.244	0.9045
134.248	0.91137
134.251	0.90712
134.254	0.90404
134.257	0.91121
134.261	0.90439
134.264	0.89819
134.267	0.90499
134.271	0.90077
134.274	0.90002
134.277	0.91325
134.28	0.90816
134.284	0.90648
134.287	0.89758
134.29	0.90425
134.294	0.90204
134.297	0.916
134.3	0.91293
134.304	0.90392
134.307	0.91315
134.31	0.91003
134.314	0.90342
134.317	0.90509
134.32	0.90612
134.323	0.91091
134.327	0.90195
134.33	0.90111
134.333	0.90602
134.337	0.90604
134.34	0.89629
134.343	0.9044
134.346	0.89634
134.35	0.90487
134.353	0.89733
134.356	0.90558
134.36	0.90494
134.363	0.91198
134.366	0.90096
134.37	0.90705
134.373	0.91183
134.376	0.90657
134.38	0.90297
134.383	0.90467
134.386	0.91239
134.389	0.90399
134.393	0.89575
134.396	0.90229
134.399	0.90526
134.403	0.91026
134.406	0.90532
134.409	0.90561
134.412	0.90378
134.416	0.91333
134.419	0.90891
134.422	0.90559
134.426	0.91294
134.429	0.91437
134.432	0.9108
134.436	0.90673
134.439	0.90609
134.442	0.90426
134.446	0.90927
134.449	0.90053
134.452	0.9051
134.455	0.90789
134.459	0.90173
134.462	0.91324
134.465	0.89582
134.469	0.90199
134.472	0.90892
134.475	0.90454
134.478	0.9075
134.482	0.90231
134.485	0.91024
134.488	0.89883
134.492	0.90094
134.495	0.90575
134.498	0.90297
134.502	0.90872
134.505	0.90957
134.508	0.90999
134.512	0.90721
134.515	0.90758
134.518	0.90563
134.522	0.90689
134.525	0.90992
134.528	0.91153
134.531	0.89821
134.535	0.8967
134.538	0.90344
134.541	0.90831
134.545	0.89952
134.548	0.90241
134.551	0.89752
134.554	0.90381
134.558	0.90802
134.561	0.91132
134.564	0.89879
134.568	0.89695
134.571	0.90357
134.574	0.91386
134.578	0.91145
134.581	0.90933
134.584	0.9117
134.588	0.90292
134.591	0.90205
134.594	0.90243
134.597	0.90304
134.601	0.91031
134.604	0.91613
134.607	0.9076
134.611	0.90973
134.614	0.9093
134.617	0.90782
134.62	0.90952
134.624	0.90758
134.627	0.90619
134.63	0.90553
134.634	0.90521
134.637	0.91403
134.64	0.9112
134.644	0.91242
134.647	0.90373
134.65	0.9037
134.654	0.90655
134.657	0.91163
134.66	0.90526
134.663	0.90526
134.667	0.90528
134.67	0.90316
134.673	0.9157
134.677	0.9103
134.68	0.90672
134.683	0.90987
134.686	0.90993
134.69	0.91054
134.693	0.91351
134.696	0.91071
134.7	0.90687
134.703	0.91228
134.706	0.90886
134.71	0.91369
134.713	0.91266
134.716	0.90959
134.72	0.91307
134.723	0.90355
134.726	0.89884
134.729	0.89803
134.733	0.89208
134.736	0.90556
134.739	0.90573
134.743	0.90009
134.746	0.89961
134.749	0.9045
134.752	0.90518
134.756	0.90835
134.759	0.90712
134.762	0.89655
134.766	0.91278
134.769	0.9081
134.772	0.89993
134.776	0.89799
134.779	0.90295
134.782	0.91106
134.786	0.90215
134.789	0.90627
134.792	0.89713
134.795	0.90681
134.799	0.89971
134.802	0.90004
134.805	0.90564
134.809	0.9056
134.812	0.90202
134.815	0.90535
134.819	0.89349
134.822	0.91
134.825	0.90458
134.828	0.90412
134.832	0.91137
134.835	0.89967
134.838	0.90056
134.842	0.89143
134.845	0.90406
134.848	0.90455
134.851	0.90805
134.855	0.90572
134.858	0.90111
134.861	0.89749
134.865	0.90794
134.868	0.90672
134.871	0.90607
134.875	0.90597
134.878	0.89897
134.881	0.90233
134.885	0.90373
134.888	0.90367
134.891	0.90562
134.894	0.90923
134.898	0.90294
134.901	0.91017
134.904	0.90513
134.908	0.89624
134.911	0.9045
134.914	0.90768
134.917	0.9042
134.921	0.90521
134.924	0.90271
134.927	0.89663
134.931	0.89587
134.934	0.91206
134.937	0.9019
134.941	0.91402
134.944	0.89842
134.947	0.90476
134.951	0.89973
134.954	0.90557
134.957	0.90036
134.96	0.9047
134.964	0.90446
134.967	0.90279
134.97	0.90822
134.974	0.89898
134.977	0.90818
134.98	0.90007
134.983	0.90945
134.987	0.90525
134.99	0.89892
134.993	0.90027
134.997	0.90414
135.007	0.92187
135.01	0.90423
135.013	0.91129
135.016	0.90794
135.02	0.90087
135.023	0.90665
135.026	0.90355
135.03	0.9084
135.033	0.90873
135.036	0.91036
135.04	0.91395
135.043	0.90452
135.046	0.9117
135.049	0.91417
135.053	0.91817
135.056	0.91078
135.059	0.90899
135.062	0.90744
135.066	0.91634
135.069	0.90641
135.072	0.90083
135.076	0.91052
135.079	0.91641
135.082	0.91016
135.085	0.91129
135.089	0.90817
135.092	0.90629
135.095	0.91188
135.099	0.91416
135.102	0.90249
135.105	0.90611
135.109	0.90696
135.112	0.90567
135.115	0.89978
135.118	0.89874
135.122	0.90708
135.125	0.90686
135.128	0.91166
135.132	0.90868
135.135	0.90307
135.138	0.9096
135.141	0.89982
135.145	0.90599
135.148	0.91169
135.151	0.91054
135.155	0.9026
135.158	0.90379
135.161	0.90804
135.165	0.89884
135.168	0.90695
135.171	0.90796
135.174	0.90846
135.178	0.90861
135.181	0.8986
135.184	0.90843
135.188	0.90807
135.191	0.91351
135.194	0.90839
135.197	0.90392
135.201	0.90929
135.204	0.90338
135.207	0.90549
135.21	0.90767
135.214	0.90709
135.217	0.90802
135.22	0.90178
135.237	0.8828
135.253	0.91438
135.257	0.91234
135.26	0.90792
135.263	0.91697
135.266	0.91285
135.27	0.91744
135.273	0.91292
135.276	0.90466
135.28	0.90199
135.283	0.90444
135.286	0.91296
135.29	0.9114
135.293	0.90187
135.296	0.89733
135.299	0.91266
135.303	0.90627
135.306	0.9106
135.309	0.91502
135.312	0.90812
135.316	0.90282
135.319	0.90589
135.322	0.91368
135.326	0.89597
135.329	0.91537
135.332	0.9011
135.335	0.91439
135.339	0.91394
135.342	0.90722
135.345	0.90778
135.349	0.91091
135.352	0.90101
135.355	0.91109
135.359	0.90584
135.362	0.90425
135.365	0.91126
135.368	0.90655
135.372	0.90562
135.375	0.91208
135.378	0.90719
135.382	0.90714
135.385	0.91117
135.388	0.91407
135.391	0.90802
135.395	0.89576
135.398	0.90654
135.401	0.90348
135.405	0.90801
135.408	0.91383
135.411	0.90085
135.415	0.91358
135.418	0.9109
135.421	0.90819
135.424	0.90105
135.428	0.90268
135.431	0.91092
135.434	0.90739
135.438	0.91806
135.441	0.91258
135.444	0.90855
135.447	0.90415
135.451	0.90953
135.454	0.91638
135.457	0.9121
135.46	0.91471
135.464	0.90682
135.467	0.90564
135.47	0.90186
135.474	0.90196
135.477	0.90712
135.48	0.90503
135.484	0.90513
135.487	0.90966
135.49	0.90636
135.493	0.89607
135.497	0.90479
135.5	0.9126
135.503	0.91269
135.507	0.90538
135.51	0.90396
135.513	0.89796
135.516	0.91246
135.52	0.90616
135.523	0.90389
135.526	0.90984
135.53	0.90743
135.533	0.90169
135.536	0.90001
135.54	0.91417
135.543	0.90325
135.546	0.90541
135.549	0.90412
135.553	0.90576
135.556	0.90685
135.559	0.90505
135.562	0.91057
135.566	0.90721
135.569	0.90321
135.572	0.90244
135.576	0.89583
135.579	0.91619
135.582	0.89949
135.585	0.91045
135.589	0.90658
135.592	0.90059
135.595	0.91051
135.599	0.90867
135.602	0.90177
135.605	0.90395
135.609	0.91159
135.612	0.90326
135.615	0.90862
135.618	0.90448
135.622	0.90513
135.625	0.90216
135.628	0.91218
135.632	0.90121
135.635	0.90987
135.638	0.90697
135.641	0.9077
135.645	0.90642
135.648	0.895
135.651	0.8956
135.655	0.89837
135.658	0.90782
135.661	0.90403
135.665	0.90748
135.668	0.90681
135.671	0.90337
135.674	0.90501
135.678	0.90253
135.681	0.907
135.684	0.90429
135.688	0.90579
135.691	0.90455
135.694	0.90717
135.697	0.90685
135.701	0.9037
135.704	0.90406
135.707	0.91514
135.71	0.90476
135.714	0.90346
135.717	0.90041
135.72	0.90886
135.724	0.90215
135.727	0.89544
135.73	0.90828
135.734	0.90035
135.737	0.90036
135.74	0.91504
135.743	0.91097
135.747	0.90786
135.75	0.90465
135.753	0.90827
135.757	0.90275
135.76	0.90176
135.763	0.90398
135.766	0.90549
135.77	0.91037
135.773	0.90802
135.776	0.89856
135.78	0.90663
135.783	0.90821
135.786	0.90844
135.79	0.90127
135.793	0.91023
135.796	0.91076
135.799	0.91156
135.803	0.90916
135.806	0.90441
135.809	0.90588
135.812	0.91065
135.816	0.90697
135.819	0.91082
135.822	0.90826
135.826	0.90896
135.829	0.9037
135.832	0.91229
135.835	0.90663
135.839	0.90369
135.842	0.91164
135.845	0.90549
135.849	0.90322
135.852	0.90192
135.855	0.91017
135.859	0.90298
135.862	0.89849
135.865	0.90842
135.868	0.90126
135.872	0.90725
135.875	0.912
135.878	0.90158
135.882	0.9074
135.885	0.90816
135.888	0.89762
135.891	0.90336
135.895	0.90118
135.898	0.91596
135.901	0.90775
135.905	0.90274
135.908	0.90595
135.911	0.90842
135.915	0.9001
135.918	0.90949
135.921	0.91177
135.924	0.90033
135.928	0.90303
135.931	0.91248
135.934	0.9018
135.938	0.90572
135.941	0.90181
135.944	0.90094
135.947	0.9056
135.951	0.90532
135.954	0.90532
135.957	0.90199
135.96	0.89908
135.964	0.90466
135.967	0.89431
135.97	0.90856
135.974	0.90307
135.977	0.90514
135.98	0.89311
135.984	0.89771
135.987	0.89965
135.99	0.90189
135.993	0.89277
135.997	0.9078
136.003	0.92217
136.007	0.90517
136.01	0.91594
136.013	0.90848
136.016	0.90558
136.02	0.91192
136.023	0.91278
136.026	0.91402
136.03	0.90186
136.033	0.90188
136.036	0.90766
136.04	0.89822
136.043	0.90733
136.046	0.90392
136.049	0.90214
136.053	0.89675
136.056	0.91199
136.059	0.90993
136.062	0.90447
136.066	0.89744
136.069	0.90957
136.072	0.90573
136.076	0.89885
136.079	0.90437
136.082	0.9106
136.085	0.91081
136.089	0.90382
136.092	0.90072
136.095	0.90539
136.099	0.90516
136.102	0.9019
136.105	0.90119
136.109	0.90456
136.112	0.90396
136.115	0.90711
136.118	0.91178
136.122	0.90739
136.125	0.90377
136.128	0.90545
136.132	0.90783
136.135	0.90659
136.138	0.90346
136.141	0.90536
136.145	0.90542
136.148	0.90431
136.151	0.90773
